fold,RMSE,SMAPE,R2,horizon
0,28.410957829930627,42.954926047709094,-0.012670850203262862,14
1,14.038166050415626,12.569679045650565,0.49795485809615914,14
2,15.417588464242819,15.882947253335056,0.5477448254396764,14
3,22.394432855678254,31.733608483603643,0.15252873081596785,14
4,20.668633389365752,35.82069487990893,0.47376957006062104,14
5,14.829603486134085,20.651661273470637,0.418873038695439,14
6,11.320375906004344,14.163549423702337,0.09368608547284507,14
