fold,RMSE,SMAPE,R2,horizon
0,30.33524569759897,46.02153629692441,-0.21387531249917013,24
1,14.133558805238403,12.514675053121726,0.48350849127003726,24
2,17.690714769021923,18.97373956642456,0.45601885549408927,24
3,22.882768588795315,30.657357904378767,0.14030393471885905,24
4,21.24901797495934,35.694344934406594,0.40314153236448746,24
5,14.44297067627879,18.669139494858246,0.43024877812246043,24
6,13.673745911456052,16.57392852939803,-0.35532729514812433,24
