fold,RMSE,SMAPE,R2,horizon
0,33.04745664215676,47.266556872654014,-0.74224487173451,38
1,14.639592491450058,12.29582917915499,0.48382591390179386,38
2,21.333963787203793,24.371060937121403,0.24406977561938736,38
3,22.10314562957809,27.24026074972189,0.035243793477179874,38
4,24.84202683911116,41.997028934970174,0.23748476357621628,38
5,13.784164893393779,17.23336054730383,0.2610609420547212,38
6,15.53407266647701,19.353965953408363,-0.6539160362113365,38
