RMSE,RMSE_std,coverage,interval_width,window
19.322983999538145,17.080805275577728,0.6686390532544378,35.214302,0
20.340104647899622,19.5212173207097,0.6568047337278107,34.055634,1
29.167287427420465,23.759945566334107,0.5207100591715976,41.239025,2
38.553169790387315,32.75627318252791,0.4970414201183432,36.223362,3
43.25086737143473,36.72770666900793,0.3727810650887574,31.479053,4
40.89439679638062,36.172176497796016,0.2781065088757396,28.69978,5
