RMSE,RMSE_std,coverage,interval_width,window
22.963572074488038,20.01302615971822,0.6923076923076923,34.1282,0
14.940337613462708,14.925976757914512,0.7159763313609467,29.433819,1
31.89892828440656,26.31205435081175,0.5384615384615384,41.69384,2
29.310306090599912,24.47154020540581,0.4319526627218935,34.593517,3
45.64373196953137,39.35076493939817,0.35502958579881655,29.641619,4
45.110500358076,39.84983511223933,0.1952662721893491,22.848757,5
