,t+14,t+15,t+16,t+17,t+18,t+19,t+20,t+21,t+22,t+23,t+24,t+25,t+26,t+27,t+28,t+29,t+30,t+31,t+32,t+33,t+34,t+35,t+36,t+37,t+38
2024-03-12 23:00:00+01:00,-12.832207,-36.57364,-14.716732,-34.537674,39.026142,113.207985,152.17725,160.95506,186.9345,187.15025,190.0172,170.03485,84.26718,65.460594,64.31425,59.947117,48.134907,63.42086,103.102844,104.10228,127.669464,99.74269,80.714584,33.10055,25.725979
2024-03-12 23:15:00+01:00,-12.832207,-36.57364,-16.67304,-34.474422,38.12161,111.67724,152.17725,160.95506,189.67651,187.15025,190.0172,170.03485,84.03421,62.79774,64.31425,59.947117,48.134907,63.42086,103.75351,104.10228,127.31521,99.74269,80.97798,31.865467,26.016035
2024-03-12 23:30:00+01:00,-12.832207,-36.57364,-16.154785,-34.474422,38.45137,108.97899,152.17725,161.0002,189.67651,187.15025,190.0172,170.03485,83.53046,62.79774,64.31425,60.527428,48.134907,63.42086,103.75351,104.09097,126.51416,100.94702,79.57834,31.865467,26.39753
2024-03-12 23:45:00+01:00,-12.832207,-36.57364,-15.086834,-35.835228,38.45137,108.97899,152.93192,161.58224,189.67651,185.90593,190.0172,168.4508,83.53046,62.79774,64.31425,57.67984,48.31539,63.42086,104.95035,104.09097,126.51416,100.94702,79.13504,31.865467,26.39753
2024-03-13 00:00:00+01:00,-11.089618,-33.465366,-0.5401785,-23.102211,52.18022,130.66258,154.86201,164.11928,181.97887,154.29579,165.36421,154.56064,78.6659,65.50612,60.6974,49.803825,44.66222,82.975716,103.7308,94.78998,114.38428,87.23736,69.15478,22.744461,15.772152
2024-03-13 00:15:00+01:00,-11.089618,-33.465366,-0.5401785,-23.102211,52.18022,130.66258,154.86201,164.11928,181.97887,154.29579,165.36421,154.56064,78.6659,65.50612,60.6974,49.803825,44.66222,82.975716,103.7308,94.78998,112.63351,87.23736,69.15478,22.744461,15.772152
2024-03-13 00:30:00+01:00,-11.089618,-33.465366,-0.5401785,-23.102211,52.18022,129.49239,154.86201,164.11928,181.97887,151.97575,165.36421,154.56064,78.57086,65.50612,60.6974,49.803825,43.627155,82.975716,103.7308,94.78998,112.63351,86.415565,69.15478,22.744461,19.269016
2024-03-13 00:45:00+01:00,-11.089618,-33.465366,-0.5401785,-21.97549,52.18022,129.49239,150.38393,162.17395,181.97887,151.97575,165.31209,154.56064,79.20255,65.50612,60.6974,49.803825,45.275112,83.43233,103.7308,94.78998,112.63351,82.30463,69.15478,22.744461,19.269016
2024-03-13 01:00:00+01:00,-10.554639,-18.578388,15.238583,-13.940012,41.078667,133.73933,142.04424,159.46747,182.54628,151.57845,165.44044,153.67279,79.20255,65.484024,62.383842,54.104595,58.8654,86.905594,96.84713,89.980064,109.75948,81.04996,69.282196,25.790257,25.833595
2024-03-13 01:15:00+01:00,-10.554639,-18.578388,14.635357,-13.940012,41.078667,133.73933,142.04424,158.2327,181.50046,151.57845,168.31367,153.67279,78.89894,65.484024,62.383842,54.104595,65.029335,90.48017,96.84713,89.980064,109.75948,81.04996,70.75677,25.780544,25.833595
2024-03-13 01:30:00+01:00,-11.90895,-18.578388,16.606981,-13.940012,45.076694,133.73933,142.04424,158.2327,181.50046,151.57845,168.31367,153.67279,78.89894,65.484024,62.383842,54.104595,65.029335,89.230835,96.84713,89.980064,109.75948,81.04996,70.75677,25.780544,25.833595
2024-03-13 01:45:00+01:00,-11.90895,-18.578388,16.840147,-13.940012,56.92505,132.96553,142.04424,158.2327,181.50046,151.57845,168.31367,153.67279,79.298134,65.484024,62.383842,54.104595,65.029335,89.230835,96.84713,89.980064,109.75948,81.04996,70.75677,25.780544,25.833595
2024-03-13 02:00:00+01:00,35.317074,18.786396,19.830458,-14.6193905,54.14211,105.89271,125.62015,153.60985,181.47891,154.6252,168.31367,153.67279,79.72016,67.57397,66.512375,62.503986,62.86138,79.73668,88.20177,85.40235,109.89945,86.774086,75.20716,36.401485,56.971195
2024-03-13 02:15:00+01:00,35.317074,18.786396,19.830458,-14.6193905,54.14211,110.587074,128.12843,153.60985,181.47891,154.6252,168.31367,153.67279,79.72016,67.57397,66.512375,62.503986,62.86138,79.73668,88.20177,82.22761,108.00046,86.774086,73.145065,36.401485,56.971195
2024-03-13 02:30:00+01:00,35.317074,18.786396,19.830458,-14.6193905,54.14211,110.587074,128.12843,153.60985,181.47891,154.6252,167.98973,153.67279,79.72016,67.57397,66.512375,62.503986,63.485264,79.73668,88.20177,82.22761,107.51662,86.774086,72.74487,36.833668,56.971195
2024-03-13 02:45:00+01:00,34.771175,18.786396,19.830458,-14.6193905,54.15574,110.587074,128.12843,153.60985,180.65527,154.6252,167.98973,153.67279,79.72016,67.57397,66.512375,62.503986,63.485264,79.73668,88.20177,80.24633,107.51662,86.774086,72.74487,36.833668,56.971195
2024-03-13 03:00:00+01:00,57.575264,86.5032,31.45137,-15.13242,57.075764,105.50547,123.36769,152.73308,179.11346,154.6252,167.98973,152.97101,78.72065,75.66282,74.01412,61.886513,56.460938,65.44218,73.93494,80.90623,110.74311,90.7549,85.66171,50.348377,75.47998
2024-03-13 03:15:00+01:00,57.575264,82.26892,32.933624,-11.36561,60.484055,105.50547,123.36769,152.73308,179.11346,154.6252,167.98973,151.99184,78.72065,75.66282,74.01412,61.886513,56.460938,65.44218,73.93494,80.90623,110.74311,90.7549,85.66171,50.348377,75.47998
2024-03-13 03:30:00+01:00,57.028774,82.26892,32.933624,-11.36561,60.484055,105.50547,123.36769,152.73308,179.11346,154.6252,167.98973,151.99184,77.6885,75.66282,74.01412,61.886513,57.860664,65.44218,73.93494,81.30474,112.09707,90.7549,85.66171,50.348377,75.47998
2024-03-13 03:45:00+01:00,57.028774,82.26892,32.933624,-11.953716,60.484055,105.50547,123.36769,152.73308,179.11346,154.6252,164.80168,151.99184,77.6885,75.61438,74.22065,62.136635,58.76165,65.44218,73.93494,81.30474,112.09707,90.7549,85.66171,50.348377,75.47998
2024-03-13 04:00:00+01:00,74.792015,88.50696,51.279556,-3.893009,63.979343,103.16236,124.480064,154.01285,180.07233,148.73112,161.74336,157.5237,77.303856,85.37639,80.40394,54.770245,33.388794,63.349236,58.801163,73.529396,112.22052,106.426476,88.71324,73.10719,90.42415
2024-03-13 04:15:00+01:00,74.792015,88.50696,60.204697,19.1424,65.0858,101.96226,124.480064,154.01285,180.07233,148.73112,161.74336,157.5237,77.303856,85.37639,80.40394,54.770245,33.388794,62.5635,57.298542,72.530205,112.22052,105.39708,88.71324,73.10719,90.42415
2024-03-13 04:30:00+01:00,74.792015,88.50696,64.01161,16.900173,66.20052,101.96226,124.480064,154.01285,180.07233,148.73112,163.86665,157.5237,77.303856,85.397865,76.49898,56.798283,33.388794,62.5635,57.298542,71.48545,111.03932,105.39708,86.45484,73.10719,90.42415
2024-03-13 04:45:00+01:00,74.792015,88.50696,60.204697,19.1424,65.0858,101.96226,124.480064,154.01285,180.07233,148.73112,161.74336,157.5237,77.303856,85.397865,76.49898,56.798283,33.388794,62.5635,57.298542,72.530205,112.22052,105.39708,88.71324,73.10719,90.42415
2024-03-13 05:00:00+01:00,91.8354,87.37741,47.370243,3.4477165,57.79576,103.540436,124.599464,155.52225,175.31192,151.22118,160.28523,159.8438,95.49497,87.95835,68.47256,43.813004,29.245104,50.053413,41.573666,73.95417,104.83248,110.60603,98.58032,86.680786,100.65493
2024-03-13 05:15:00+01:00,91.8354,87.73114,36.63393,-8.190735,60.761986,101.98096,124.599464,155.52225,175.31192,151.22118,163.47328,159.8438,95.49497,87.601204,68.13535,44.795578,29.845331,50.053413,41.573666,75.87931,105.01729,112.595825,98.58032,83.53081,100.65493
2024-03-13 05:30:00+01:00,91.365906,82.49778,35.15167,-10.445466,56.675797,101.98096,124.599464,155.52225,175.31192,151.22118,163.47328,160.82297,96.52712,87.601204,68.13535,44.795578,29.845331,50.053413,41.573666,75.48078,103.66333,112.595825,98.58032,83.53081,100.65493
2024-03-13 05:45:00+01:00,90.11572,80.026886,35.15167,-10.445466,56.48341,97.286606,122.09116,155.52225,174.19055,151.22118,163.79723,160.82297,96.52712,87.601204,68.13535,48.513474,34.964493,51.432274,41.573666,79.12621,104.82768,113.34022,101.04261,84.50067,102.92052
2024-03-13 06:00:00+01:00,89.61876,67.75037,34.504063,19.95227,45.79659,88.93381,116.938385,153.16849,173.75896,146.62273,165.64043,144.50677,105.68709,70.35559,69.15502,39.709724,28.274412,47.906464,38.76013,78.28872,120.96522,133.50378,122.02416,84.0497,91.89718
2024-03-13 06:15:00+01:00,89.4645,67.75037,34.504063,18.865366,57.647038,84.1198,117.90622,155.11382,173.38484,145.31387,165.23412,145.39462,105.739784,70.35559,69.15502,38.53997,25.731432,43.725628,39.232113,78.680855,121.46394,141.39748,116.56948,83.70714,94.21849
2024-03-13 06:30:00+01:00,89.04305,67.75037,34.504063,18.361094,57.647038,83.57615,117.90622,155.11382,173.38484,150.37251,166.63292,145.39462,105.83482,70.35559,69.15502,38.53997,25.731432,43.725628,41.00655,80.349144,124.055756,144.00827,116.56948,84.334854,89.69391
2024-03-13 06:45:00+01:00,85.59222,62.131706,34.375298,19.721895,57.647038,83.57615,117.151535,155.11382,173.38484,151.61682,166.63292,147.52948,107.06775,70.35559,69.15502,42.142334,25.731432,43.725628,41.00655,81.12963,124.055756,144.00827,117.01278,84.334854,89.69391
2024-03-13 07:00:00+01:00,77.919395,54.012318,26.32766,20.139446,55.857586,84.95246,118.347145,156.5817,169.29468,154.01797,163.04192,146.57556,94.62642,60.8718,57.085197,36.66218,24.687773,46.6011,45.53609,90.724754,129.72563,148.56981,114.87042,82.65222,87.66304
2024-03-13 07:15:00+01:00,77.24741,53.570026,30.611425,17.757019,54.536983,84.78583,118.347145,155.34375,168.75069,155.69746,165.1679,149.2543,93.284485,60.8718,58.72638,35.100735,25.89453,48.472393,45.53609,88.34027,127.715614,150.67303,112.51718,79.2699,87.66304
2024-03-13 07:30:00+01:00,74.53335,53.570026,30.611425,18.682487,54.14833,80.580414,118.3801,153.34662,168.3082,163.42781,167.55473,149.2543,93.284485,60.8718,58.72638,38.969692,28.350737,50.096523,47.16871,90.113396,127.080215,148.8996,110.43278,80.7796,85.90457
2024-03-13 07:45:00+01:00,74.53335,53.570026,30.611425,14.503027,52.641273,80.580414,117.80747,152.6235,170.06825,164.12964,167.55473,148.42136,94.90735,60.8718,62.469975,36.908627,30.32356,48.20145,47.16871,90.54342,121.71674,148.8996,108.91815,81.106674,85.79026
2024-03-13 08:00:00+01:00,65.18268,42.2986,32.622845,11.85178,51.241703,78.87729,118.76888,152.6235,171.5715,166.10023,164.66411,141.03813,79.58978,61.23613,52.597153,41.15533,36.928444,59.371826,65.019745,90.53587,122.764595,149.59213,99.39859,70.724335,70.82832
2024-03-13 08:15:00+01:00,63.71297,43.56638,32.622845,11.85178,51.241703,78.87729,118.76888,153.85176,173.13771,167.46921,167.84897,138.03279,79.58978,61.23613,51.40734,42.86591,36.928444,59.371826,67.11395,90.53587,122.764595,145.00209,99.29358,70.724335,72.32063
2024-03-13 08:30:00+01:00,63.71297,43.56638,32.622845,10.76403,51.241703,78.87729,119.55021,154.55943,176.5761,171.63081,167.84897,138.58217,79.58978,63.9417,51.40734,42.86591,37.691383,60.847683,67.11395,94.84947,122.681816,145.23412,99.71521,72.12317,70.527084
2024-03-13 08:45:00+01:00,61.60793,43.56638,31.111345,10.76403,51.601063,78.87729,121.99551,154.55943,176.5761,171.63081,167.84897,138.58217,79.58978,63.9417,51.40734,46.00086,38.135048,61.61903,67.11395,94.84947,121.040794,145.23412,99.71521,72.12317,70.24922
2024-03-13 09:00:00+01:00,44.6559,40.579502,27.548841,10.222588,40.897453,80.42352,121.277725,155.95628,177.586,179.37563,167.22342,138.16716,80.46619,56.24592,47.977684,48.263462,51.56237,67.87083,84.206345,109.91004,121.31111,124.11989,89.519264,62.72298,58.759068
2024-03-13 09:15:00+01:00,46.710304,40.579502,24.958828,14.402058,42.40451,79.57826,121.85035,156.86224,177.586,177.37936,167.22342,138.16716,80.75569,56.971684,44.454376,41.884983,48.575714,67.87083,84.206345,109.91004,127.510086,124.11989,93.218704,62.39591,61.703773
2024-03-13 09:30:00+01:00,48.498497,39.605465,25.648048,14.564335,42.40451,81.2081,120.84956,156.86224,177.586,177.37936,167.22342,138.16716,78.62599,55.451324,44.454376,41.884983,46.6884,65.46207,84.0448,106.646515,127.510086,124.11989,93.218704,64.32109,61.703773
2024-03-13 09:45:00+01:00,48.498497,41.105064,25.520412,14.333534,42.812138,83.62309,121.66604,158.85938,175.84464,177.37936,167.22342,138.16716,79.967926,55.31773,44.454376,41.626934,46.6884,65.46207,84.0448,105.61372,127.510086,124.11989,94.45932,64.32109,62.40331
2024-03-13 10:00:00+01:00,34.85136,25.527815,21.416811,10.139112,43.03515,83.63839,121.88241,161.47356,178.05217,176.40681,170.93304,137.15584,83.23317,57.849716,42.355427,50.72913,49.27054,82.34414,92.288,106.510376,116.469315,107.82343,85.72044,61.08643,52.66933
2024-03-13 10:15:00+01:00,34.85136,25.29759,11.077394,4.786857,43.16481,83.63839,122.836266,161.47356,178.05217,175.58913,169.9715,136.52188,85.36417,56.54657,42.355427,48.944897,49.27054,82.34414,92.288,110.73524,116.01253,107.651375,85.418144,61.08643,52.852062
2024-03-13 10:30:00+01:00,39.66235,22.427952,7.6238565,0.5857352,40.905727,82.839355,122.52453,161.49165,180.11113,175.58913,169.6477,136.52188,84.86041,54.35793,42.355427,48.502888,48.592476,82.34414,92.288,110.390366,115.728424,110.563965,84.352295,61.227367,52.852062
2024-03-13 10:45:00+01:00,39.916954,23.855135,6.6759005,-0.77506936,40.134197,82.839355,118.06782,160.13629,180.11113,175.8404,169.77855,134.38702,83.62749,54.53212,42.355427,43.85404,48.592476,82.34414,90.609276,110.37906,115.59766,110.563965,83.909,61.227367,52.852062
2024-03-13 11:00:00+01:00,11.092725,14.472849,3.6391952,-6.7323337,40.079258,91.01974,138.08502,184.35974,183.85712,174.06981,166.649,127.89164,81.13548,54.86571,47.975273,56.19838,64.29254,86.77742,89.72844,97.15981,111.81658,102.9772,76.71633,60.368317,40.41429
2024-03-13 11:15:00+01:00,11.514169,17.624634,3.6391952,-6.7323337,40.079258,91.6656,138.08502,183.327,184.2074,171.74977,166.649,127.89164,80.97957,54.86571,46.82587,56.063362,63.674267,86.77742,89.72844,96.138985,110.06581,102.44112,76.71633,60.368317,43.911148
2024-03-13 11:30:00+01:00,11.514169,17.624634,2.2704659,-5.645436,27.291786,92.9393,138.89658,183.327,182.8424,171.18016,165.79625,129.20224,80.92687,54.86571,44.56515,54.922615,63.674267,86.77742,89.256454,96.138985,111.54765,98.65837,79.072754,60.368317,42.646072
2024-03-13 11:45:00+01:00,11.705596,21.863861,4.475253,-5.645436,41.71281,92.16551,138.89658,183.327,182.8424,171.4495,169.98149,128.18796,73.68505,53.680492,44.56515,54.922615,64.60471,85.815605,89.256454,99.4157,111.878395,98.65837,78.491745,60.534218,42.646072
2024-03-13 12:00:00+01:00,10.597506,17.754086,3.8431818,-40.195335,45.062855,111.52619,154.82986,184.92552,181.53384,171.48323,169.33058,128.30658,77.65525,59.24276,68.829124,79.25584,69.37339,83.78513,83.242195,87.73399,105.7327,78.74852,72.887146,56.327366,37.090324
2024-03-13 12:15:00+01:00,-18.999159,11.571859,1.4574174,-40.23771,46.768696,111.52619,154.82986,184.92552,181.53384,171.48323,168.4029,126.38002,76.6231,59.24276,68.829124,83.75126,69.90781,83.78513,83.242195,87.73399,109.98964,78.50092,72.887146,56.327366,34.824738
2024-03-13 12:30:00+01:00,-18.999159,11.571859,-4.499215,-28.544485,42.959805,111.89269,154.82986,184.92552,181.53384,171.48323,166.01443,129.39133,76.6231,58.79238,69.03565,86.27007,68.68654,83.78513,80.85297,85.23251,109.35405,77.18174,72.887146,59.47735,31.491093
2024-03-13 12:45:00+01:00,-19.475168,11.571859,-4.8574314,-17.659008,43.404427,108.3027,154.82986,184.92552,181.53384,171.48323,165.82718,129.39133,76.35882,58.79238,68.578316,84.60073,70.36823,84.11799,79.3686,83.18857,108.17285,76.95087,72.38573,58.803112,19.14848
2024-03-13 13:00:00+01:00,-21.379795,9.229548,-4.5544224,-3.297942,58.873444,112.692894,156.30344,183.283,180.98431,171.47415,166.43478,127.60298,78.82192,82.4593,79.51402,77.795906,62.351707,73.52207,76.777916,80.62498,107.329094,82.89839,75.26753,57.26653,15.52641
2024-03-13 13:15:00+01:00,-21.237988,11.2785845,-3.8857696,-14.461269,58.42884,113.893,156.30344,183.283,180.98431,171.47415,166.62204,127.60298,78.82192,81.53124,79.97136,77.795906,61.42018,73.18922,77.2142,82.66892,112.761955,82.81859,74.566444,58.34927,27.869022
2024-03-13 13:30:00+01:00,-21.237988,11.2785845,5.7595634,-26.74261,57.871742,113.52651,156.30344,183.283,180.98431,171.47415,166.62204,127.60298,78.82192,81.53124,79.97136,77.795906,63.54243,73.18922,79.60343,85.1704,112.97077,84.13777,74.566444,55.19929,31.202656
2024-03-13 13:45:00+01:00,-21.237988,11.2785845,5.7595634,-26.154505,57.871742,113.52651,156.30344,183.283,180.98431,171.47415,169.0105,127.60298,78.82192,81.98162,79.76483,77.545784,62.641445,73.18922,79.60343,85.1704,112.97077,84.13777,74.566444,55.051727,31.202656
2024-03-13 14:00:00+01:00,7.1734176,22.705864,16.38616,-16.171396,62.860394,106.44424,137.78741,174.79893,179.34125,170.11058,169.29463,134.49802,91.47918,96.96858,83.969406,75.08721,51.31181,66.546135,74.40784,82.37544,105.342804,83.05887,73.35897,52.978592,33.468246
2024-03-13 14:15:00+01:00,7.2994304,22.556698,15.245837,-15.493666,49.17369,105.16282,135.27911,174.79893,179.34125,169.71692,169.61858,134.49802,98.41739,96.96858,83.969406,78.80511,53.87868,69.17434,74.40784,85.5502,106.217026,83.05887,75.42107,53.754448,33.468246
2024-03-13 14:30:00+01:00,8.87716,22.556698,13.274213,-12.549798,49.17369,103.88912,135.27911,174.79893,179.34125,169.71692,166.74535,134.49802,98.721,96.96858,83.969406,78.80511,52.94823,68.78243,69.548004,85.5502,106.217026,83.05887,76.002075,53.764168,36.49777
2024-03-13 14:45:00+01:00,8.053816,22.556698,13.709149,-13.6765175,61.02417,106.63001,137.9778,174.52007,178.96713,169.9282,166.18987,136.45126,98.98528,96.96858,83.969406,78.80511,53.809467,68.78243,74.87982,85.511986,106.217026,83.469,72.58416,53.764168,36.49777
2024-03-13 15:00:00+01:00,35.61561,36.068905,22.369715,2.6167576,59.192513,90.41932,137.98901,167.29771,176.06888,169.53334,160.68091,144.91841,103.82747,111.44342,76.83481,76.38155,53.260002,56.170593,55.745457,82.78852,105.96322,82.83838,71.846886,56.23175,38.061428
2024-03-13 15:15:00+01:00,35.61561,36.068905,22.369715,1.893202,59.192513,91.5895,137.98901,167.29771,176.06888,174.592,162.21143,144.91841,104.338776,111.44342,76.83481,76.38155,53.260002,56.170593,55.711124,82.78852,107.71399,82.83838,71.846886,56.859467,34.56457
2024-03-13 15:30:00+01:00,35.61561,35.444653,19.644928,3.9302335,59.192513,91.5895,137.98901,167.29771,176.06888,174.32266,162.21143,146.82106,106.549805,111.44342,76.83481,76.38155,53.260002,55.87492,55.90729,82.4058,107.71399,82.626144,72.07587,56.859467,34.56457
2024-03-13 15:45:00+01:00,35.47698,35.602394,22.260845,3.9302335,60.129524,94.28775,137.23434,167.29771,177.80798,175.56696,162.21143,149.45918,107.05356,111.44342,76.83481,79.74802,52.529697,56.286213,55.90729,82.41711,107.71399,81.01094,73.84841,57.05925,32.65866
2024-03-13 16:00:00+01:00,55.225597,55.10251,32.633266,1.5484648,51.509605,90.618965,136.55823,167.84056,175.79501,176.22614,160.93454,157.86142,120.9521,111.2837,77.03092,77.7258,52.03648,54.996746,48.05677,71.03666,96.26886,81.47425,73.585014,62.088013,43.10275
2024-03-13 16:15:00+01:00,55.225597,54.553444,39.159576,7.2615542,51.509605,90.618965,136.55823,167.84056,175.79501,178.61505,160.93454,158.38734,125.08452,111.2837,77.03092,77.7258,52.03648,54.996746,48.05677,71.03666,96.26886,81.47425,74.43314,62.088013,43.10275
2024-03-13 16:30:00+01:00,55.225597,54.553444,41.252754,7.2615542,51.509605,94.52339,141.2062,171.65904,178.00278,180.74622,161.2136,158.75055,126.59464,111.2837,77.03092,76.16435,51.277225,55.96484,48.05677,70.551735,96.39963,81.47425,74.43314,60.383186,43.10275
2024-03-13 16:45:00+01:00,54.35979,54.68793,41.252754,7.2615542,52.281136,98.849045,141.51794,169.66191,178.00278,179.25064,161.12103,155.39122,125.25271,113.71858,77.03092,76.16435,53.16454,55.96484,46.728924,70.1321,96.39963,81.47425,75.08456,60.383186,44.077732
2024-03-13 17:00:00+01:00,69.28394,59.077335,38.833035,17.942282,45.624424,89.92397,136.54268,167.10043,177.95674,178.65207,177.04297,175.4869,127.19819,109.890884,73.05021,84.50084,51.058277,50.744297,51.252666,66.89541,75.98823,76.13838,76.84475,77.34884,68.01468
2024-03-13 17:15:00+01:00,66.55801,60.71564,40.64855,30.51545,51.588135,89.62132,136.18388,167.10693,177.75618,178.65207,175.24368,171.33287,127.19819,109.890884,73.05021,81.92412,51.058277,50.744297,51.252666,61.549374,71.7713,70.11784,76.42282,76.76908,70.04697
2024-03-13 17:30:00+01:00,66.55801,60.888638,41.517612,28.211502,51.334324,87.85008,136.18388,167.10693,177.47906,177.08083,175.24368,170.59268,126.5829,108.53205,73.05021,81.92412,51.18209,55.217712,51.252666,59.37855,71.7713,70.59162,75.23405,76.76908,75.2978
2024-03-13 17:45:00+01:00,65.3659,60.888638,41.517612,28.442303,50.517647,87.85008,136.18388,167.10693,177.47906,177.08083,175.24368,167.78592,125.62656,108.66564,71.755554,80.06239,51.18209,55.217712,50.252525,59.37855,71.7713,71.10891,75.23405,77.06841,75.2978
2024-03-13 18:00:00+01:00,75.86465,58.053467,28.360262,24.349594,47.815376,87.94368,133.64767,164.66922,177.42345,176.38478,180.88986,168.3569,118.33215,99.61781,65.30977,78.615524,50.849472,54.471825,44.96741,60.205833,73.34713,72.113205,81.454796,87.25936,85.77604
2024-03-13 18:15:00+01:00,75.86465,58.053467,28.084814,24.349594,51.72995,87.94368,133.64767,164.66922,177.42345,176.38478,175.24368,167.87143,118.05963,98.89205,67.68251,80.49617,50.849472,54.471825,44.96741,60.205833,72.51164,72.85272,81.454796,87.25936,85.77604
2024-03-13 18:30:00+01:00,75.86465,58.053467,28.084814,24.349594,51.054165,87.75129,135.25464,164.66922,177.42345,176.38478,175.24368,167.87143,116.00459,98.89205,67.68251,77.36122,50.405815,53.70046,44.96741,60.205833,72.51164,71.54506,81.454796,87.25936,86.0539
2024-03-13 18:45:00+01:00,75.86465,58.053467,28.084814,24.349594,51.054165,86.329025,135.25464,164.66922,176.76491,172.22316,172.19427,166.52988,116.00459,98.89205,67.68251,77.36122,50.405815,52.2246,46.41947,55.892235,72.51164,70.84973,81.085075,85.86053,86.0539
2024-03-13 19:00:00+01:00,65.85712,54.048527,20.745098,11.573162,40.034584,82.986115,137.16087,166.00668,177.65912,172.70091,162.71584,188.19206,99.38932,98.63,58.982407,74.52974,46.16059,52.77329,46.041416,55.892235,72.91985,92.74536,104.44363,77.767525,76.40691
2024-03-13 19:15:00+01:00,65.85712,53.34348,24.797997,11.573162,40.288395,82.986115,137.16087,166.00668,176.15463,167.9363,160.329,188.93225,97.873604,98.63,57.96927,70.43338,45.98464,48.299873,46.60414,55.892235,72.91985,93.51247,106.39468,77.91509,71.15608
2024-03-13 19:30:00+01:00,68.83856,53.34348,24.797997,11.573162,40.288395,82.986115,137.16087,166.00668,176.60771,167.9363,160.329,190.08093,97.873604,98.63,60.71565,73.0101,46.490467,49.476707,49.36984,59.006653,79.33931,96.333336,106.816605,76.422966,69.123795
2024-03-13 19:45:00+01:00,69.510544,53.34348,24.797997,11.573162,40.288395,82.986115,137.16087,166.00668,176.60771,167.9363,161.51558,193.45132,97.873604,98.63,60.71565,73.0101,46.490467,49.476707,49.36984,62.75826,79.33931,100.06144,107.64738,76.422966,69.123795
2024-03-13 20:00:00+01:00,52.40246,38.76295,15.36628,0.4740053,37.673363,85.70733,137.04147,166.43774,181.91277,165.8733,153.53178,180.2149,94.942696,97.04942,61.403267,64.373245,43.68951,51.890167,49.142353,64.80694,105.687195,117.17946,112.73469,60.695206,51.858242
2024-03-13 20:15:00+01:00,52.40246,38.76295,15.36628,0.27390775,37.080994,85.70733,137.6141,166.43774,181.91277,166.39369,153.53178,180.53238,94.942696,97.80603,61.403267,64.68515,43.68951,51.890167,49.142353,64.80694,106.91975,117.17946,105.783424,60.816376,51.858242
2024-03-13 20:30:00+01:00,55.08043,38.76295,15.36628,0.27390775,37.080994,85.70733,137.6141,166.43774,181.91277,166.39369,154.05614,181.27916,98.81214,95.37115,61.403267,64.68515,41.802197,51.890167,50.025505,64.37691,106.91975,117.17946,105.783424,60.816376,51.858242
2024-03-13 20:45:00+01:00,55.08043,38.76295,15.36628,0.27390775,37.080994,81.555885,137.6141,168.43488,181.91277,167.73944,154.05614,181.27916,98.81214,95.37115,62.016533,64.68515,41.802197,51.890167,50.5201,64.796555,106.91975,116.84103,105.13201,60.816376,50.883266
2024-03-13 21:00:00+01:00,22.834883,19.438023,8.111461,0.27390775,22.6881,84.24671,136.80061,166.04639,180.20714,165.16434,162.63243,178.26607,91.49943,95.13187,57.705704,65.29678,41.79829,50.922073,56.08604,86.00012,122.96841,115.43679,98.47754,49.463158,37.685303
2024-03-13 21:15:00+01:00,22.834883,19.880318,2.9780526,0.27390775,22.6881,84.24671,135.49117,165.10878,180.55373,161.96478,162.63243,177.74014,89.98931,95.13187,57.705704,65.29678,41.79829,50.922073,56.08604,86.00012,122.96841,114.081856,98.47754,49.463158,37.685303
2024-03-13 21:30:00+01:00,22.834883,19.880318,1.3215641,-7.8851533,23.310415,84.24671,135.49117,165.10878,180.55373,161.96478,162.63243,178.4345,89.98931,95.13187,57.705704,65.29678,39.807163,50.922073,56.08604,86.00012,122.96841,114.081856,98.11446,49.463158,37.685303
2024-03-13 21:45:00+01:00,22.834883,19.880318,-0.6347491,-8.056364,21.739805,82.71595,135.49117,165.10878,181.8077,161.96478,162.63243,178.4345,89.98931,95.13187,57.705704,65.12164,39.807163,50.922073,56.7367,86.42323,122.96841,115.89344,98.37786,49.463158,37.97536
2024-03-13 22:00:00+01:00,-8.145669,-24.306341,-3.065984,-29.483,30.799072,93.43517,147.87935,167.2955,182.08885,161.00842,165.6042,164.3663,88.15707,82.19018,66.75521,65.000046,40.51544,55.361225,78.65301,93.87938,121.81424,107.86846,76.63482,34.04534,27.614521
2024-03-13 22:15:00+01:00,-8.145669,-24.306341,-1.5047703,-30.843805,30.799072,93.43517,148.63402,167.87755,182.08885,159.7641,165.6042,162.78226,88.15707,82.19018,66.75521,62.15245,41.245747,55.361225,78.65301,93.87938,121.81424,107.86846,76.19152,34.04534,27.614521
2024-03-13 22:30:00+01:00,-8.145669,-24.306341,-1.5047703,-30.376509,30.799072,93.43517,148.63402,168.8394,182.08885,159.7641,165.6042,162.78226,88.15707,82.19018,66.75521,62.15245,41.245747,55.361225,79.849846,94.30415,121.81424,107.86846,74.84758,33.417633,27.614521
2024-03-13 22:45:00+01:00,-8.145669,-24.306341,-1.5047703,-30.376509,30.799072,92.26501,148.63402,168.8394,182.08885,153.5372,164.07368,162.78226,88.06203,82.19018,66.75521,62.15245,40.210682,55.361225,79.849846,94.30415,120.06347,107.04667,74.84758,33.417633,31.11137
