fold,RMSE,SMAPE,R2,horizon
0,27.040349171541937,36.385986073745656,-0.24077578769076857,14
1,15.04773080681046,14.459537354561219,0.42314847458944915,14
2,14.460057126273044,13.57197469152539,0.6021762893090785,14
3,22.799774181292662,35.680494164551206,0.1105803712121356,14
4,20.31743811072326,36.22943339280317,0.491500740162531,14
5,17.512483334920148,23.090283355157005,0.1895851005263509,14
6,8.90451578906366,11.164679493283078,0.43923930196747263,14
