fold,RMSE,SMAPE,R2,horizon
0,37.16019547240949,49.213890462659506,-2.5019325804235226,38
1,19.550737579408267,17.900810905856407,0.07941368483091038,38
2,16.90362486792645,18.493835309909162,0.525432169728952,38
3,24.47500387755941,35.62231768732034,-0.2010386824624104,38
4,18.22738718658165,38.94529222455813,0.5894904066917687,38
5,25.094789502167576,36.60734975960314,-1.449146801017028,38
6,12.460389102381658,18.142945623876898,-0.06415772471449288,38
