fold,RMSE,SMAPE,R2,horizon
0,27.884249602296567,38.955050213666624,-0.3194308756528408,14
1,18.00692606825478,18.273850407964666,0.1739598030535202,14
2,15.932190192018705,15.458600647511583,0.5170506221300879,14
3,23.818356639477322,37.54590530480844,0.029335366645821703,14
4,19.350680087228476,37.96181538581634,0.5387409499762806,14
5,20.360809904303892,29.537345648065273,-0.09547392644658204,14
6,14.016827330861444,20.684803372338337,-0.3894931109389599,14
